1748536366.194744 server started (2348): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1748536366.194774 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:33 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8122
1748536366.194781 using libevent 2.1.12-stable select
1748536366.194788 using utf8proc 2.10.0
1748536366.194793 using ncurses 6.5 20240427
1748536366.209884 yylex_token: end at WS
1748536366.209886 yylex_token: -T
1748536366.209890 yylex_token: end at WS
1748536366.209892 yylex_token: #[align=centre]#{window_index}:#{window_name}
1748536366.209896 yylex_token: end at WS
1748536366.209898 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1748536366.209900 yylex_token: end at WS
1748536366.209902 yylex_token: l
1748536366.209905 yylex_token: end at WS
1748536366.209908 yylex_token: swap-window
1748536366.209910 yylex_token: end at }
1748536366.209912 yylex_token: -t:-1
1748536366.209916 yylex_token: end at WS
1748536366.209918 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1748536366.209920 yylex_token: end at WS
1748536366.209922 yylex_token: r
1748536366.209924 yylex_token: end at WS
1748536366.209926 yylex_token: swap-window
1748536366.209928 yylex_token: end at }
1748536366.209930 yylex_token: -t:+1
1748536366.209933 yylex_token: end at WS
1748536366.209935 yylex_token: #{?pane_marked_set,,-}Swap Marked
1748536366.209937 yylex_token: end at WS
1748536366.209939 yylex_token: s
1748536366.209941 yylex_token: end at }
1748536366.209943 yylex_token: swap-window
1748536366.209946 yylex_token: end at WS
1748536366.209948 yylex_token: 
1748536366.209950 yylex_token: end at WS
1748536366.209952 yylex_token: Kill
1748536366.209954 yylex_token: end at WS
1748536366.209955 yylex_token: X
1748536366.209958 yylex_token: end at }
1748536366.209960 yylex_token: kill-window
1748536366.209962 yylex_token: end at WS
1748536366.209964 yylex_token: Respawn
1748536366.209966 yylex_token: end at WS
1748536366.209967 yylex_token: R
1748536366.209970 yylex_token: end at WS
1748536366.209972 yylex_token: respawn-window
1748536366.209974 yylex_token: end at }
1748536366.209979 yylex_token: -k
1748536366.209982 yylex_token: end at WS
1748536366.209984 yylex_token: #{?pane_marked,Unmark,Mark}
1748536366.209986 yylex_token: end at WS
1748536366.209988 yylex_token: m
1748536366.209990 yylex_token: end at WS
1748536366.209992 yylex_token: select-pane
1748536366.209994 yylex_token: end at }
1748536366.209996 yylex_token: -m
1748536366.209998 yylex_token: end at WS
1748536366.210000 yylex_token: Rename
1748536366.210002 yylex_token: end at WS
1748536366.210004 yylex_token: n
1748536366.210007 yylex_token: end at WS
1748536366.210009 yylex_token: command-prompt
1748536366.210011 yylex_token: end at WS
1748536366.210013 yylex_token: -FI
1748536366.210015 yylex_token: end at WS
1748536366.210018 yylex_token: #W
1748536366.210022 yylex_token: end at WS
1748536366.210024 yylex_token: rename-window
1748536366.210026 yylex_token: end at WS
1748536366.210028 yylex_token: -t
1748536366.210030 yylex_token: end at WS
1748536366.210032 yylex_token: #{window_id}
1748536366.210034 yylex_token: end at WS
1748536366.210036 yylex_token: --
1748536366.210038 yylex_token: end at }
1748536366.210040 yylex_token: %%
1748536366.210042 yylex_token: end at WS
1748536366.210044 yylex_token: 
1748536366.210046 yylex_token: end at WS
1748536366.210048 yylex_token: New After
1748536366.210050 yylex_token: end at WS
1748536366.210052 yylex_token: w
1748536366.210054 yylex_token: end at WS
1748536366.210056 yylex_token: new-window
1748536366.210058 yylex_token: end at }
1748536366.210060 yylex_token: -a
1748536366.210062 yylex_token: end at WS
1748536366.210064 yylex_token: New At End
1748536366.210066 yylex_token: end at WS
1748536366.210068 yylex_token: W
1748536366.210070 yylex_token: end at }
1748536366.210072 yylex_token: new-window
1748536366.210075 cmd_parse_build_commands 0:0: bind
1748536366.210077 cmd_parse_build_commands 0:1: -n
1748536366.210079 cmd_parse_build_commands 0:2: MouseDown3Status
1748536366.210082 cmd_parse_build_commands 0:3 0:0: display-menu
1748536366.210084 cmd_parse_build_commands 0:3 0:1: -t=
1748536366.210086 cmd_parse_build_commands 0:3 0:2: -xW
1748536366.210088 cmd_parse_build_commands 0:3 0:3: -yW
1748536366.210090 cmd_parse_build_commands 0:3 0:4: -T
1748536366.210092 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{window_index}:#{window_name}
1748536366.210094 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1748536366.210096 cmd_parse_build_commands 0:3 0:7: l
1748536366.210098 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1748536366.210100 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1748536366.210103 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1748536366.210105 cmd_parse_build_commands 0:3 0:10: r
1748536366.210107 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
1748536366.210109 cmd_parse_build_commands 0:3 0:11 0:1: -t:+1
1748536366.210111 cmd_parse_build_commands 0:3 0:12: #{?pane_marked_set,,-}Swap Marked
1748536366.210113 cmd_parse_build_commands 0:3 0:13: s
1748536366.210115 cmd_parse_build_commands 0:3 0:14 0:0: swap-window
1748536366.210118 cmd_parse_build_commands 0:3 0:15: 
1748536366.210120 cmd_parse_build_commands 0:3 0:16: Kill
1748536366.210122 cmd_parse_build_commands 0:3 0:17: X
1748536366.210124 cmd_parse_build_commands 0:3 0:18 0:0: kill-window
1748536366.210126 cmd_parse_build_commands 0:3 0:19: Respawn
1748536366.210128 cmd_parse_build_commands 0:3 0:20: R
1748536366.210131 cmd_parse_build_commands 0:3 0:21 0:0: respawn-window
1748536366.210134 cmd_parse_build_commands 0:3 0:21 0:1: -k
1748536366.210137 cmd_parse_build_commands 0:3 0:22: #{?pane_marked,Unmark,Mark}
1748536366.210139 cmd_parse_build_commands 0:3 0:23: m
1748536366.210142 cmd_parse_build_commands 0:3 0:24 0:0: select-pane
1748536366.210144 cmd_parse_build_commands 0:3 0:24 0:1: -m
1748536366.210146 cmd_parse_build_commands 0:3 0:25: Rename
1748536366.210148 cmd_parse_build_commands 0:3 0:26: n
1748536366.210150 cmd_parse_build_commands 0:3 0:27 0:0: command-prompt
1748536366.210152 cmd_parse_build_commands 0:3 0:27 0:1: -FI
1748536366.210158 cmd_parse_build_commands 0:3 0:27 0:2: #W
1748536366.210161 cmd_parse_build_commands 0:3 0:27 0:3 0:0: rename-window
1748536366.210163 cmd_parse_build_commands 0:3 0:27 0:3 0:1: -t
1748536366.210165 cmd_parse_build_commands 0:3 0:27 0:3 0:2: #{window_id}
1748536366.210167 cmd_parse_build_commands 0:3 0:27 0:3 0:3: --
1748536366.210169 cmd_parse_build_commands 0:3 0:27 0:3 0:4: %%
1748536366.210171 cmd_parse_build_commands 0:3 0:28: 
1748536366.210173 cmd_parse_build_commands 0:3 0:29: New After
1748536366.210175 cmd_parse_build_commands 0:3 0:30: w
1748536366.210177 cmd_parse_build_commands 0:3 0:31 0:0: new-window
1748536366.210179 cmd_parse_build_commands 0:3 0:31 0:1: -a
1748536366.210181 cmd_parse_build_commands 0:3 0:32: New At End
1748536366.210183 cmd_parse_build_commands 0:3 0:33: W
1748536366.210186 cmd_parse_build_commands 0:3 0:34 0:0: new-window
1748536366.210188 cmd_parse_build_commands 0:0: display-menu
1748536366.210190 cmd_parse_build_commands 0:1: -t=
1748536366.210192 cmd_parse_build_commands 0:2: -xW
1748536366.210194 cmd_parse_build_commands 0:3: -yW
1748536366.210196 cmd_parse_build_commands 0:4: -T
1748536366.210198 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1748536366.210201 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1748536366.210203 cmd_parse_build_commands 0:7: l
1748536366.210205 cmd_parse_build_commands 0:8 0:0: swap-window
1748536366.210207 cmd_parse_build_commands 0:8 0:1: -t:-1
1748536366.210209 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1748536366.210211 cmd_parse_build_commands 0:10: r
1748536366.210213 cmd_parse_build_commands 0:11 0:0: swap-window
1748536366.210215 cmd_parse_build_commands 0:11 0:1: -t:+1
1748536366.210217 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1748536366.210219 cmd_parse_build_commands 0:13: s
1748536366.210221 cmd_parse_build_commands 0:14 0:0: swap-window
1748536366.210223 cmd_parse_build_commands 0:15: 
1748536366.210226 cmd_parse_build_commands 0:16: Kill
1748536366.210228 cmd_parse_build_commands 0:17: X
1748536366.210230 cmd_parse_build_commands 0:18 0:0: kill-window
1748536366.210232 cmd_parse_build_commands 0:19: Respawn
1748536366.210234 cmd_parse_build_commands 0:20: R
1748536366.210236 cmd_parse_build_commands 0:21 0:0: respawn-window
1748536366.210239 cmd_parse_build_commands 0:21 0:1: -k
1748536366.210242 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1748536366.210245 cmd_parse_build_commands 0:23: m
1748536366.210247 cmd_parse_build_commands 0:24 0:0: select-pane
1748536366.210250 cmd_parse_build_commands 0:24 0:1: -m
1748536366.210253 cmd_parse_build_commands 0:25: Rename
1748536366.210255 cmd_parse_build_commands 0:26: n
1748536366.210257 cmd_parse_build_commands 0:27 0:0: command-prompt
1748536366.210259 cmd_parse_build_commands 0:27 0:1: -FI
1748536366.210261 cmd_parse_build_commands 0:27 0:2: #W
1748536366.210263 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1748536366.210265 cmd_parse_build_commands 0:27 0:3 0:1: -t
1748536366.210268 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1748536366.210270 cmd_parse_build_commands 0:27 0:3 0:3: --
1748536366.210272 cmd_parse_build_commands 0:27 0:3 0:4: %%
1748536366.210274 cmd_parse_build_commands 0:28: 
1748536366.210276 cmd_parse_build_commands 0:29: New After
1748536366.210278 cmd_parse_build_commands 0:30: w
1748536366.210281 cmd_parse_build_commands 0:31 0:0: new-window
1748536366.210283 cmd_parse_build_commands 0:31 0:1: -a
1748536366.210285 cmd_parse_build_commands 0:32: New At End
1748536366.210286 cmd_parse_build_commands 0:33: W
1748536366.210289 cmd_parse_build_commands 0:34 0:0: new-window
1748536366.210292 cmd_parse_build_commands 0:0: swap-window
1748536366.210294 cmd_parse_build_commands 0:1: -t:-1
1748536366.210297 args_parse_flags: next -t:-1
1748536366.210300 args_parse_flag_argument: -t = :-1
1748536366.210302 args_parse: flags end at 2 of 2
1748536366.210306 cmd_parse_build_commands: swap-window -t :-1
1748536366.210308 cmd_parse_build_commands 0:0: swap-window
1748536366.210313 cmd_parse_build_commands 0:1: -t:+1
1748536366.210316 args_parse_flags: next -t:+1
1748536366.210318 args_parse_flag_argument: -t = :+1
1748536366.210320 args_parse: flags end at 2 of 2
1748536366.210324 cmd_parse_build_commands: swap-window -t :+1
1748536366.210327 cmd_parse_build_commands 0:0: swap-window
1748536366.210329 args_parse: flags end at 1 of 1
1748536366.210332 cmd_parse_build_commands: swap-window
1748536366.210335 cmd_parse_build_commands 0:0: kill-window
1748536366.210338 args_parse: flags end at 1 of 1
1748536366.210340 cmd_parse_build_commands: kill-window
1748536366.210343 cmd_parse_build_commands 0:0: respawn-window
1748536366.210345 cmd_parse_build_commands 0:1: -k
1748536366.210348 args_parse_flags: next -k
1748536366.210350 args_parse_flags: -k
1748536366.210352 args_parse: flags end at 2 of 2
1748536366.210355 cmd_parse_build_commands: respawn-window -k
1748536366.210358 cmd_parse_build_commands 0:0: select-pane
1748536366.210360 cmd_parse_build_commands 0:1: -m
1748536366.210364 args_parse_flags: next -m
1748536366.210366 args_parse_flags: -m
1748536366.210368 args_parse: flags end at 2 of 2
1748536366.210371 cmd_parse_build_commands: select-pane -m
1748536366.210373 cmd_parse_build_commands 0:0: command-prompt
1748536366.210375 cmd_parse_build_commands 0:1: -FI
1748536366.210377 cmd_parse_build_commands 0:2: #W
1748536366.210379 cmd_parse_build_commands 0:3 0:0: rename-window
1748536366.210381 cmd_parse_build_commands 0:3 0:1: -t
1748536366.210383 cmd_parse_build_commands 0:3 0:2: #{window_id}
1748536366.210385 cmd_parse_build_commands 0:3 0:3: --
1748536366.210387 cmd_parse_build_commands 0:3 0:4: %%
1748536366.210390 cmd_parse_build_commands 0:0: rename-window
1748536366.210392 cmd_parse_build_commands 0:1: -t
1748536366.210394 cmd_parse_build_commands 0:2: #{window_id}
1748536366.210396 cmd_parse_build_commands 0:3: --
1748536366.210398 cmd_parse_build_commands 0:4: %%
1748536366.210401 args_parse_flags: next -t
1748536366.210403 args_parse_flag_argument: -t = #{window_id}
1748536366.210405 args_parse_flags: next --
1748536366.210407 args_parse: flags end at 4 of 5
1748536366.210409 args_parse: 4 = %% (type STRING)
1748536366.210414 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1748536366.210416 args_parse_flags: next -FI
1748536366.210418 args_parse_flags: -F
1748536366.210420 args_parse_flag_argument: -I = #W
1748536366.210422 args_parse: flags end at 3 of 4
1748536366.210426 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1748536366.210433 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1748536366.210436 cmd_parse_build_commands 0:0: new-window
1748536366.210438 cmd_parse_build_commands 0:1: -a
1748536366.210441 args_parse_flags: next -a
1748536366.210442 args_parse_flags: -a
1748536366.210444 args_parse: flags end at 2 of 2
1748536366.210447 cmd_parse_build_commands: new-window -a
1748536366.210450 cmd_parse_build_commands 0:0: new-window
1748536366.210452 args_parse: flags end at 1 of 1
1748536366.210455 cmd_parse_build_commands: new-window
1748536366.210457 args_parse_flags: next -t=
1748536366.210459 args_parse_flag_argument: -t = =
1748536366.210461 args_parse_flags: next -xW
1748536366.210463 args_parse_flag_argument: -x = W
1748536366.210465 args_parse_flags: next -yW
1748536366.210467 args_parse_flag_argument: -y = W
1748536366.210469 args_parse_flags: next -T
1748536366.210471 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1748536366.210473 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1748536366.210475 args_parse: flags end at 6 of 35
1748536366.210478 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1748536366.210480 args_parse: 7 = l (type STRING)
1748536366.210483 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1748536366.210486 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1748536366.210488 args_parse: 10 = r (type STRING)
1748536366.210491 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1748536366.210496 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1748536366.210498 args_parse: 13 = s (type STRING)
1748536366.210501 args_parse: 14 = swap-window (type COMMANDS)
1748536366.210503 args_parse: 15 =  (type STRING)
1748536366.210505 args_parse: 16 = Kill (type STRING)
1748536366.210507 args_parse: 17 = X (type STRING)
1748536366.210510 args_parse: 18 = kill-window (type COMMANDS)
1748536366.210512 args_parse: 19 = Respawn (type STRING)
1748536366.210514 args_parse: 20 = R (type STRING)
1748536366.210517 args_parse: 21 = respawn-window -k (type COMMANDS)
1748536366.210519 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1748536366.210521 args_parse: 23 = m (type STRING)
1748536366.210524 args_parse: 24 = select-pane -m (type COMMANDS)
1748536366.210526 args_parse: 25 = Rename (type STRING)
1748536366.210529 args_parse: 26 = n (type STRING)
1748536366.210534 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1748536366.210537 args_parse: 28 =  (type STRING)
1748536366.210539 args_parse: 29 = New After (type STRING)
1748536366.210541 args_parse: 30 = w (type STRING)
1748536366.210544 args_parse: 31 = new-window -a (type COMMANDS)
1748536366.210546 args_parse: 32 = New At End (type STRING)
1748536366.210549 args_parse: 33 = W (type STRING)
1748536366.210551 args_parse: 34 = new-window (type COMMANDS)
1748536366.210586 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1748536366.210588 args_parse_flags: next -n
1748536366.210590 args_parse_flags: -n
1748536366.210592 args_parse_flags: next MouseDown3Status
1748536366.210594 args_parse: flags end at 2 of 4
1748536366.210597 args_parse: 2 = MouseDown3Status (type STRING)
1748536366.210627 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
